species,endpoint,metric,baseline,ce50,improvement,improvement_pct,p_value,significant
Human,human_mrt,r2,0.2717340463855809,0.2762346458922438,0.004500599506662872,1.6562516057618641,0.09031611680984497,False
Human,human_mrt,rmse,0.5454786650258378,0.5438672418064925,-0.0016114232193452649,-0.2954145272150903,0.1134914755821228,False
Human,human_mrt,gmfe,2.5272994821586483,2.5177110695526888,-0.009588412605959551,-0.3793936046617545,0.03933870792388916,True
Human,human_mrt,fold_2,49.62236040937945,49.750939240834306,0.1285788314548526,0.25911470231180106,0.5128454075684814,False
Human,human_mrt,fold_3,70.36125145744268,70.42609146262468,0.06484000518200617,0.09215300160092238,0.7958037705550997,False
Human,human_mrt,fold_5,83.25003238761498,83.50706050006478,0.2570281124498024,0.30874235730392363,0.043966472235269054,True
Human,human_mrt,bias,0.05838978829785316,0.07573587294990446,0.0173460846520513,29.70739431964865,0.2002161741256714,False
Human,human_thalf,r2,0.2924034056773576,0.2954256730757639,0.0030222673984062753,1.0335951427806185,0.0801958441734314,False
Human,human_thalf,rmse,0.5228763535053417,0.5218669059805804,-0.0010094475247612866,-0.19305664101923747,0.07547956705093384,False
Human,human_thalf,gmfe,2.4566115004691063,2.453640417366748,-0.002971083102358385,-0.12094232652542078,0.25210392475128174,False
Human,human_thalf,fold_2,50.1501976284585,50.05533596837945,-0.09486166007904728,-0.1891551071878859,0.8301962344546504,False
Human,human_thalf,fold_3,71.1304347826087,70.9407114624506,-0.18972332015810878,-0.2667259390975857,0.5580544361520046,False
Human,human_thalf,fold_5,85.75494071146245,85.92885375494072,0.1739130434782652,0.20280235988201092,0.3101201908804644,False
Human,human_thalf,bias,0.2049956610229727,0.20016898396252056,-0.004826677060452145,-2.354526450153131,0.8739878535270691,False
